,time_of_experiment,scanner_status,advertiser_status,RSSI,distance
0,2020-07-17 20:01:43.723882,3,1,-64,10
0,2020-07-17 20:01:44.113829,3,1,-83,10
0,2020-07-17 20:01:46.119003,3,1,-81,10
0,2020-07-17 20:01:48.124120,3,1,-65,10
0,2020-07-17 20:01:50.129009,3,1,-85,10
0,2020-07-17 20:01:52.134041,3,1,-72,10
0,2020-07-17 20:01:53.021498,3,1,-65,10
0,2020-07-17 20:01:55.026594,3,1,-66,10
0,2020-07-17 20:01:57.031708,3,1,-66,10
0,2020-07-17 20:01:59.036544,3,1,-73,10
0,2020-07-17 20:02:01.041677,3,1,-66,10
0,2020-07-17 20:02:03.046696,3,1,-73,10
0,2020-07-17 20:02:05.051798,3,1,-64,10
0,2020-07-17 20:02:07.056616,3,1,-82,10
0,2020-07-17 20:02:09.061749,3,1,-82,10
0,2020-07-17 20:02:10.106732,3,1,-82,10
0,2020-07-17 20:02:12.111839,3,1,-71,10
0,2020-07-17 20:02:14.010465,3,1,-84,10
0,2020-07-17 20:02:16.015517,3,1,-65,10
0,2020-07-17 20:02:18.020591,3,1,-66,10
0,2020-07-17 20:02:20.025666,3,1,-81,10
0,2020-07-17 20:02:22.030569,3,1,-65,10
0,2020-07-17 20:02:23.126993,3,1,-70,10
0,2020-07-17 20:02:25.131940,3,1,-79,10
0,2020-07-17 20:02:27.136823,3,1,-79,10
0,2020-07-17 20:02:29.142050,3,1,-80,10
0,2020-07-17 20:02:31.146938,3,1,-64,10
0,2020-07-17 20:02:33.152007,3,1,-79,10
0,2020-07-17 20:02:35.157151,3,1,-70,10
0,2020-07-17 20:02:37.161951,3,1,-65,10
0,2020-07-17 20:02:39.167136,3,1,-79,10
0,2020-07-17 20:02:40.123312,3,1,-70,10
0,2020-07-17 20:02:42.128339,3,1,-79,10
0,2020-07-17 20:02:44.133436,3,1,-65,10
0,2020-07-17 20:02:46.138285,3,1,-64,10
0,2020-07-17 20:02:48.143437,3,1,-81,10
0,2020-07-17 20:02:50.148347,3,1,-71,10
0,2020-07-17 20:02:52.153506,3,1,-81,10
0,2020-07-17 20:02:54.158448,3,1,-81,10
0,2020-07-17 20:02:56.163515,3,1,-81,10
0,2020-07-17 20:02:58.168517,3,1,-83,10
0,2020-07-17 20:03:00.173626,3,1,-72,10
0,2020-07-17 20:03:02.178495,3,1,-65,10
0,2020-07-17 20:03:04.183613,3,1,-80,10
0,2020-07-17 20:03:06.194149,3,1,-81,10
0,2020-07-17 20:03:08.199951,3,1,-72,10
0,2020-07-17 20:03:10.204788,3,1,-71,10
0,2020-07-17 20:03:12.209951,3,1,-70,10
0,2020-07-17 20:03:14.214886,3,1,-65,10
0,2020-07-17 20:03:16.220014,3,1,-80,10
0,2020-07-17 20:03:18.224966,3,1,-65,10
0,2020-07-17 20:03:20.230003,3,1,-79,10
0,2020-07-17 20:03:22.235092,3,1,-80,10
0,2020-07-17 20:03:24.240028,3,1,-65,10
0,2020-07-17 20:03:26.244952,3,1,-81,10
0,2020-07-17 20:03:28.250093,3,1,-71,10
0,2020-07-17 20:03:30.255201,3,1,-80,10
0,2020-07-17 20:03:32.260050,3,1,-80,10
0,2020-07-17 20:03:34.265104,3,1,-70,10
0,2020-07-17 20:03:36.270207,3,1,-70,10
0,2020-07-17 20:03:38.275269,3,1,-72,10
0,2020-07-17 20:03:40.280230,3,1,-78,10
0,2020-07-17 20:03:42.285226,3,1,-71,10
0,2020-07-17 20:03:44.290280,3,1,-65,10
0,2020-07-17 20:03:46.295344,3,1,-70,10
0,2020-07-17 20:03:48.300275,3,1,-70,10
0,2020-07-17 20:03:50.305229,3,1,-65,10
0,2020-07-17 20:03:52.310364,3,1,-79,10
0,2020-07-17 20:03:54.315468,3,1,-70,10
0,2020-07-17 20:03:56.320291,3,1,-65,10
0,2020-07-17 20:03:58.325355,3,1,-65,10
0,2020-07-17 20:04:00.330467,3,1,-80,10
0,2020-07-17 20:04:02.335538,3,1,-65,10
0,2020-07-17 20:04:04.340419,3,1,-81,10
0,2020-07-17 20:04:06.345529,3,1,-69,10
0,2020-07-17 20:04:08.350519,3,1,-65,10
0,2020-07-17 20:04:10.355609,3,1,-64,10
0,2020-07-17 20:04:12.360555,3,1,-78,10
0,2020-07-17 20:04:14.365593,3,1,-70,10
0,2020-07-17 20:04:16.370533,3,1,-79,10
0,2020-07-17 20:04:18.375712,3,1,-70,10
0,2020-07-17 20:04:20.380648,3,1,-78,10
0,2020-07-17 20:04:22.385699,3,1,-78,10
0,2020-07-17 20:04:24.390690,3,1,-70,10
0,2020-07-17 20:04:26.395769,3,1,-78,10
0,2020-07-17 20:04:28.400640,3,1,-70,10
0,2020-07-17 20:04:30.405793,3,1,-78,10
0,2020-07-17 20:04:32.410694,3,1,-65,10
0,2020-07-17 20:04:34.415863,3,1,-78,10
0,2020-07-17 20:04:36.420826,3,1,-71,10
0,2020-07-17 20:04:38.425926,3,1,-65,10
0,2020-07-17 20:04:40.430919,3,1,-80,10
0,2020-07-17 20:04:42.435966,3,1,-79,10
0,2020-07-17 20:04:44.440808,3,1,-65,10
0,2020-07-17 20:04:46.445919,3,1,-70,10
0,2020-07-17 20:04:48.451033,3,1,-70,10
0,2020-07-17 20:04:50.455881,3,1,-64,10
0,2020-07-17 20:04:52.461071,3,1,-70,10
0,2020-07-17 20:04:54.466073,3,1,-65,10
0,2020-07-17 20:04:56.471138,3,1,-65,10
0,2020-07-17 20:04:58.475967,3,1,-69,10
0,2020-07-17 20:05:00.481050,3,1,-78,10
0,2020-07-17 20:05:02.486106,3,1,-69,10
0,2020-07-17 20:05:04.491184,3,1,-69,10
0,2020-07-17 20:05:06.496106,3,1,-65,10
0,2020-07-17 20:05:08.501053,3,1,-79,10
0,2020-07-17 20:05:10.506182,3,1,-70,10
0,2020-07-17 20:05:12.511295,3,1,-79,10
0,2020-07-17 20:05:14.516184,3,1,-79,10
0,2020-07-17 20:05:16.521140,3,1,-69,10
0,2020-07-17 20:05:18.526316,3,1,-70,10
0,2020-07-17 20:05:20.531349,3,1,-65,10
0,2020-07-17 20:05:22.536260,3,1,-70,10
0,2020-07-17 20:05:24.541292,3,1,-64,10
0,2020-07-17 20:05:26.546339,3,1,-70,10
0,2020-07-17 20:05:28.551449,3,1,-70,10
0,2020-07-17 20:05:30.556436,3,1,-79,10
0,2020-07-17 20:05:32.561423,3,1,-79,10
0,2020-07-17 20:05:34.566495,3,1,-70,10
0,2020-07-17 20:05:36.571552,3,1,-70,10
0,2020-07-17 20:05:38.576368,3,1,-78,10
0,2020-07-17 20:05:40.581514,3,1,-79,10
0,2020-07-17 20:05:42.586505,3,1,-79,10
0,2020-07-17 20:05:44.591615,3,1,-65,10
0,2020-07-17 20:05:46.596448,3,1,-69,10
0,2020-07-17 20:05:48.601624,3,1,-79,10
0,2020-07-17 20:05:50.606626,3,1,-70,10
0,2020-07-17 20:05:52.611709,3,1,-64,10
0,2020-07-17 20:05:54.616618,3,1,-83,10
0,2020-07-17 20:05:56.621675,3,1,-71,10
0,2020-07-17 20:05:58.626584,3,1,-66,10
0,2020-07-17 20:06:00.631817,3,1,-65,10
0,2020-07-17 20:06:02.636709,3,1,-65,10
0,2020-07-17 20:06:04.641782,3,1,-65,10
0,2020-07-17 20:06:06.646736,3,1,-65,10
0,2020-07-17 20:06:08.651849,3,1,-81,10
0,2020-07-17 20:06:10.656889,3,1,-70,10
0,2020-07-17 20:06:12.661884,3,1,-71,10
0,2020-07-17 20:06:14.667013,3,1,-69,10
0,2020-07-17 20:06:16.671799,3,1,-65,10
0,2020-07-17 20:06:18.676793,3,1,-65,10
0,2020-07-17 20:06:20.681958,3,1,-65,10
0,2020-07-17 20:06:22.687097,3,1,-89,10
0,2020-07-17 20:06:24.691939,3,1,-71,10
0,2020-07-17 20:06:26.696961,3,1,-65,10
0,2020-07-17 20:06:28.702038,3,1,-65,10
0,2020-07-17 20:06:30.707186,3,1,-72,10
0,2020-07-17 20:06:32.711985,3,1,-83,10
0,2020-07-17 20:06:34.717431,3,1,-64,10
0,2020-07-17 20:06:36.723413,3,1,-70,10
0,2020-07-17 20:06:38.727833,3,1,-66,10
0,2020-07-17 20:06:40.733432,3,1,-83,10
0,2020-07-17 20:06:41.045780,3,1,-82,10
0,2020-07-17 20:06:43.050927,3,1,-72,10
0,2020-07-17 20:06:45.055897,3,1,-65,10
0,2020-07-17 20:06:47.061063,3,1,-64,10
0,2020-07-17 20:06:49.065884,3,1,-71,10
0,2020-07-17 20:06:51.071013,3,1,-84,10
0,2020-07-17 20:06:53.076028,3,1,-70,10
0,2020-07-17 20:06:55.081148,3,1,-82,10
0,2020-07-17 20:06:57.085967,3,1,-65,10
0,2020-07-17 20:06:59.091113,3,1,-81,10
0,2020-07-17 20:07:01.096097,3,1,-70,10
0,2020-07-17 20:07:03.101213,3,1,-69,10
0,2020-07-17 20:59:24.763183,3,1,-74,2
0,2020-07-17 20:59:25.498837,3,1,-60,2
0,2020-07-17 20:59:27.504116,3,1,-64,2
0,2020-07-17 20:59:29.509230,3,1,-63,2
0,2020-07-17 20:59:31.257892,3,1,-74,2
0,2020-07-17 20:59:33.262889,3,1,-71,2
0,2020-07-17 20:59:35.049266,3,1,-61,2
0,2020-07-17 20:59:37.054194,3,1,-70,2
0,2020-07-17 20:59:39.059242,3,1,-69,2
0,2020-07-17 20:59:41.064406,3,1,-61,2
0,2020-07-17 20:59:43.069265,3,1,-61,2
0,2020-07-17 20:59:45.074283,3,1,-69,2
0,2020-07-17 20:59:47.079347,3,1,-60,2
0,2020-07-17 20:59:49.084307,3,1,-69,2
0,2020-07-17 20:59:51.089317,3,1,-69,2
0,2020-07-17 20:59:53.094385,3,1,-61,2
0,2020-07-17 20:59:55.099371,3,1,-70,2
0,2020-07-17 20:59:57.104382,3,1,-70,2
0,2020-07-17 20:59:59.109508,3,1,-60,2
0,2020-07-17 21:00:01.114437,3,1,-70,2
0,2020-07-17 21:00:02.700080,3,1,-61,2
0,2020-07-17 21:00:04.705783,3,1,-61,2
0,2020-07-17 21:00:06.710787,3,1,-60,2
0,2020-07-17 21:00:07.498226,3,1,-61,2
0,2020-07-17 21:00:09.503302,3,1,-70,2
0,2020-07-17 21:00:11.508284,3,1,-68,2
0,2020-07-17 21:00:12.832107,3,1,-61,2
0,2020-07-17 21:00:13.175200,3,1,-68,2
0,2020-07-17 21:00:15.180850,3,1,-61,2
0,2020-07-17 21:00:17.185849,3,1,-68,2
0,2020-07-17 21:00:18.364593,3,1,-61,2
0,2020-07-17 21:00:20.369664,3,1,-71,2
0,2020-07-17 21:00:22.374636,3,1,-61,2
0,2020-07-17 21:00:23.789672,3,1,-69,2
0,2020-07-17 21:00:25.794705,3,1,-70,2
0,2020-07-17 21:00:27.799733,3,1,-61,2
0,2020-07-17 21:00:29.804703,3,1,-69,2
0,2020-07-17 21:00:31.809741,3,1,-70,2
0,2020-07-17 21:00:32.187251,3,1,-69,2
0,2020-07-17 21:00:34.192331,3,1,-60,2
0,2020-07-17 21:00:36.197343,3,1,-70,2
0,2020-07-17 21:00:37.499773,3,1,-70,2
0,2020-07-17 21:00:39.504981,3,1,-70,2
0,2020-07-17 21:00:41.509895,3,1,-69,2
0,2020-07-17 21:00:43.514918,3,1,-68,2
0,2020-07-17 21:00:45.519931,3,1,-70,2
0,2020-07-17 21:00:47.525013,3,1,-68,2
0,2020-07-17 21:00:49.529942,3,1,-69,2
0,2020-07-17 21:00:51.534934,3,1,-69,2
0,2020-07-17 21:00:53.539991,3,1,-69,2
0,2020-07-17 21:00:55.544997,3,1,-71,2
0,2020-07-17 21:00:57.549990,3,1,-70,2
0,2020-07-17 21:00:59.555053,3,1,-68,2
0,2020-07-17 21:01:01.167521,3,1,-61,2
0,2020-07-17 21:01:03.172551,3,1,-69,2
0,2020-07-17 21:01:04.550666,3,1,-61,2
0,2020-07-17 21:01:06.556366,3,1,-68,2
0,2020-07-17 21:01:07.597577,3,1,-61,2
0,2020-07-17 21:01:09.602616,3,1,-68,2
0,2020-07-17 21:01:11.607614,3,1,-68,2
0,2020-07-17 21:01:13.612666,3,1,-61,2
0,2020-07-17 21:01:15.617667,3,1,-71,2
0,2020-07-17 21:01:17.622664,3,1,-61,2
0,2020-07-17 21:01:19.627729,3,1,-61,2
0,2020-07-17 21:01:20.108996,3,1,-68,2
0,2020-07-17 21:01:22.113957,3,1,-69,2
0,2020-07-17 21:01:24.119015,3,1,-61,2
0,2020-07-17 21:01:26.124122,3,1,-61,2
0,2020-07-17 21:01:28.129028,3,1,-69,2
0,2020-07-17 21:01:30.134045,3,1,-69,2
0,2020-07-17 21:01:32.139085,3,1,-61,2
0,2020-07-17 21:01:33.116611,3,1,-71,2
0,2020-07-17 21:01:35.121608,3,1,-68,2
0,2020-07-17 21:01:37.126605,3,1,-70,2
0,2020-07-17 21:01:39.131761,3,1,-60,2
0,2020-07-17 21:01:41.136718,3,1,-69,2
0,2020-07-17 21:01:43.141667,3,1,-61,2
0,2020-07-17 21:01:45.146749,3,1,-68,2
0,2020-07-17 21:01:47.151774,3,1,-61,2
0,2020-07-17 21:01:49.156722,3,1,-61,2
0,2020-07-17 21:01:51.161751,3,1,-70,2
0,2020-07-17 21:01:53.166812,3,1,-61,2
0,2020-07-17 21:01:55.171871,3,1,-69,2
0,2020-07-17 21:01:57.176907,3,1,-70,2
0,2020-07-17 21:01:59.181249,3,1,-61,2
0,2020-07-17 21:02:01.186947,3,1,-70,2
0,2020-07-17 21:02:03.191883,3,1,-69,2
0,2020-07-17 21:02:05.196995,3,1,-69,2
0,2020-07-17 21:02:06.907016,3,1,-71,2
0,2020-07-17 21:02:07.010626,3,1,-61,2
0,2020-07-17 21:02:09.015666,3,1,-61,2
0,2020-07-17 21:02:11.024327,3,1,-69,2
0,2020-07-17 21:02:13.029489,3,1,-60,2
0,2020-07-17 21:02:15.034477,3,1,-61,2
0,2020-07-17 21:02:17.039560,3,1,-60,2
0,2020-07-17 21:02:19.044567,3,1,-70,2
0,2020-07-17 21:02:21.049546,3,1,-71,2
0,2020-07-17 21:02:23.054611,3,1,-59,2
0,2020-07-17 21:02:25.059590,3,1,-70,2
0,2020-07-17 21:02:27.064692,3,1,-71,2
0,2020-07-17 21:02:29.073583,3,1,-70,2
0,2020-07-17 21:02:31.078523,3,1,-69,2
0,2020-07-17 21:02:33.083418,3,1,-61,2
0,2020-07-17 21:02:35.088500,3,1,-61,2
0,2020-07-17 21:02:37.093467,3,1,-70,2
0,2020-07-17 21:02:38.853457,3,1,-69,2
0,2020-07-17 21:02:40.861978,3,1,-61,2
0,2020-07-17 21:02:42.867421,3,1,-61,2
0,2020-07-17 21:02:44.871682,3,1,-70,2
0,2020-07-17 21:02:46.877353,3,1,-69,2
0,2020-07-17 21:02:47.131076,3,1,-70,2
0,2020-07-17 21:02:49.136063,3,1,-70,2
0,2020-07-17 21:02:51.141111,3,1,-60,2
0,2020-07-17 21:02:53.146171,3,1,-70,2
0,2020-07-17 21:02:55.151133,3,1,-70,2
0,2020-07-17 21:02:57.156197,3,1,-70,2
0,2020-07-17 21:02:59.164362,3,1,-69,2
0,2020-07-17 21:03:01.170004,3,1,-71,2
0,2020-07-17 21:03:03.174960,3,1,-61,2
0,2020-07-17 21:03:05.180024,3,1,-67,2
0,2020-07-17 21:03:06.411234,3,1,-68,2
0,2020-07-17 21:03:08.416234,3,1,-68,2
0,2020-07-17 21:03:09.881853,3,1,-61,2
0,2020-07-17 21:03:11.887583,3,1,-71,2
0,2020-07-17 21:03:13.526341,3,1,-68,2
0,2020-07-17 21:03:15.531315,3,1,-71,2
0,2020-07-17 21:03:17.539935,3,1,-61,2
0,2020-07-17 21:03:19.545130,3,1,-61,2
0,2020-07-17 21:03:21.550116,3,1,-71,2
0,2020-07-17 21:03:23.555184,3,1,-61,2
0,2020-07-17 21:03:25.560170,3,1,-61,2
0,2020-07-17 21:03:27.564541,3,1,-68,2
0,2020-07-17 21:03:29.570246,3,1,-68,2
0,2020-07-17 21:03:31.575258,3,1,-69,2
0,2020-07-17 21:03:33.580222,3,1,-68,2
0,2020-07-17 21:03:34.563989,3,1,-68,2
0,2020-07-17 21:03:36.569084,3,1,-61,2
0,2020-07-17 21:03:38.574026,3,1,-61,2
0,2020-07-17 21:03:39.270387,3,1,-69,2
0,2020-07-17 21:03:41.275331,3,1,-69,2
0,2020-07-17 21:03:43.280398,3,1,-69,2
0,2020-07-17 21:03:45.285379,3,1,-61,2
0,2020-07-17 21:03:47.290377,3,1,-70,2
0,2020-07-17 21:03:49.295521,3,1,-71,2
0,2020-07-17 21:03:51.300424,3,1,-70,2
0,2020-07-17 21:03:53.305426,3,1,-61,2
0,2020-07-17 21:03:55.310505,3,1,-71,2
0,2020-07-17 21:03:57.315476,3,1,-61,2
0,2020-07-17 21:03:59.320474,3,1,-68,2
0,2020-07-17 21:04:01.328866,3,1,-68,2
0,2020-07-17 21:04:03.334536,3,1,-61,2
0,2020-07-17 21:04:05.339518,3,1,-61,2
0,2020-07-17 21:04:06.623859,3,1,-71,2
0,2020-07-17 21:04:08.629402,3,1,-71,2
0,2020-07-17 21:04:09.764338,3,1,-69,2
0,2020-07-17 21:04:11.772590,3,1,-68,2
0,2020-07-17 21:04:13.778163,3,1,-70,2
0,2020-07-17 21:04:15.783142,3,1,-71,2
0,2020-07-17 21:04:17.791649,3,1,-69,2
0,2020-07-17 21:04:19.797104,3,1,-69,2
0,2020-07-17 21:04:20.441964,3,1,-61,2
0,2020-07-17 21:04:22.447015,3,1,-69,2
0,2020-07-17 21:04:24.452055,3,1,-61,2
0,2020-07-17 21:04:25.729488,3,1,-71,2
0,2020-07-17 21:04:27.734518,3,1,-61,2
0,2020-07-17 21:04:29.743275,3,1,-60,2
0,2020-07-17 21:04:30.267130,3,1,-70,2
0,2020-07-17 21:04:32.272060,3,1,-60,2
0,2020-07-17 21:04:34.277145,3,1,-61,2
0,2020-07-17 21:04:35.499199,3,1,-60,2
0,2020-07-17 21:04:37.504777,3,1,-69,2
0,2020-07-17 21:04:38.972144,3,1,-70,2
0,2020-07-17 21:04:39.092228,3,1,-69,2
0,2020-07-17 21:04:41.097285,3,1,-71,2
0,2020-07-17 21:04:43.102198,3,1,-71,2
0,2020-07-17 21:04:45.107294,3,1,-70,2
0,2020-07-17 21:04:47.112274,3,1,-69,2
0,2020-07-17 21:04:49.117255,3,1,-68,2
0,2020-07-17 21:04:51.122227,3,1,-61,2
0,2020-07-17 21:04:52.182238,3,1,-61,2
0,2020-07-17 21:04:54.187355,3,1,-70,2
0,2020-07-17 21:04:55.642871,3,1,-61,2
0,2020-07-17 21:04:57.648559,3,1,-70,2
0,2020-07-17 21:04:59.653565,3,1,-61,2
0,2020-07-17 21:05:01.658642,3,1,-68,2
0,2020-07-17 21:05:02.519820,3,1,-69,2
0,2020-07-17 21:05:04.524860,3,1,-61,2
0,2020-07-17 21:05:06.529873,3,1,-69,2
0,2020-07-17 21:05:08.534951,3,1,-60,2
0,2020-07-17 21:05:10.539910,3,1,-69,2
0,2020-07-17 21:05:12.544985,3,1,-69,2
0,2020-07-17 21:05:14.550007,3,1,-69,2
0,2020-07-17 21:05:16.555044,3,1,-61,2
0,2020-07-17 21:05:18.560031,3,1,-61,2
0,2020-07-17 21:05:20.565054,3,1,-70,2
0,2020-07-17 21:05:22.570030,3,1,-60,2
0,2020-07-17 21:05:24.575033,3,1,-69,2
0,2020-07-17 21:05:26.580114,3,1,-61,2
0,2020-07-17 21:05:28.585077,3,1,-70,2
0,2020-07-17 21:05:30.590223,3,1,-70,2
0,2020-07-17 21:05:32.595202,3,1,-61,2
0,2020-07-17 21:05:34.271390,3,1,-62,2
0,2020-07-17 21:05:36.276459,3,1,-62,2
0,2020-07-17 21:05:38.281526,3,1,-70,2
0,2020-07-17 21:05:40.286590,3,1,-62,2
0,2020-07-17 21:05:41.717730,3,1,-61,2
0,2020-07-17 21:05:43.722744,3,1,-68,2
0,2020-07-17 21:05:45.727819,3,1,-69,2
0,2020-07-17 21:05:47.732889,3,1,-69,2
0,2020-07-17 21:05:49.737809,3,1,-61,2
0,2020-07-17 21:05:51.742832,3,1,-70,2
0,2020-07-17 21:05:53.747893,3,1,-69,2
0,2020-07-17 21:05:55.752850,3,1,-70,2
0,2020-07-17 21:05:57.757869,3,1,-70,2
0,2020-07-17 21:05:59.762936,3,1,-60,2
0,2020-07-17 21:06:01.767919,3,1,-69,2
0,2020-07-17 21:06:03.772914,3,1,-61,2
0,2020-07-17 21:06:04.271664,3,1,-69,2
0,2020-07-17 21:06:06.276749,3,1,-70,2
0,2020-07-17 21:06:07.851701,3,1,-69,2
0,2020-07-17 21:06:08.267944,3,1,-60,2
0,2020-07-17 21:06:10.272968,3,1,-61,2
0,2020-07-17 21:06:11.611747,3,1,-61,2
0,2020-07-17 21:06:13.616825,3,1,-69,2
0,2020-07-17 21:06:15.621786,3,1,-70,2
0,2020-07-17 21:06:17.626802,3,1,-61,2
0,2020-07-17 21:06:19.631900,3,1,-69,2
0,2020-07-17 21:06:21.636922,3,1,-68,2
0,2020-07-17 21:06:23.641855,3,1,-60,2
0,2020-07-17 21:06:25.646972,3,1,-68,2
0,2020-07-17 21:06:26.135625,3,1,-60,2
0,2020-07-17 21:06:28.140633,3,1,-59,2
0,2020-07-17 21:06:30.145650,3,1,-69,2
0,2020-07-17 21:06:32.150767,3,1,-68,2
0,2020-07-17 21:06:34.155723,3,1,-60,2
0,2020-07-17 21:06:36.160722,3,1,-67,2
0,2020-07-17 21:06:38.165792,3,1,-70,2
0,2020-07-17 21:06:39.903396,3,1,-69,2
0,2020-07-17 21:06:40.009508,3,1,-68,2
0,2020-07-17 21:06:42.014544,3,1,-68,2
0,2020-07-17 21:06:44.019673,3,1,-60,2
0,2020-07-17 21:06:46.024591,3,1,-69,2
0,2020-07-17 21:06:48.029590,3,1,-68,2
0,2020-07-17 21:06:50.034678,3,1,-68,2
0,2020-07-17 21:06:52.039628,3,1,-69,2
0,2020-07-17 21:06:54.044723,3,1,-68,2
0,2020-07-17 21:06:56.049745,3,1,-69,2
0,2020-07-17 21:06:58.054739,3,1,-68,2
0,2020-07-17 21:07:00.059705,3,1,-69,2
0,2020-07-17 21:07:02.064728,3,1,-69,2
0,2020-07-17 21:07:04.069862,3,1,-60,2
0,2020-07-17 21:07:06.074785,3,1,-68,2
0,2020-07-17 21:07:08.079825,3,1,-69,2
0,2020-07-17 21:07:10.084234,3,1,-69,2
0,2020-07-17 21:07:12.088639,3,1,-68,2
0,2020-07-17 21:07:14.093584,3,1,-67,2
0,2020-07-17 21:07:15.137386,3,1,-60,2
0,2020-07-17 21:07:17.142384,3,1,-69,2
0,2020-07-17 21:07:19.147490,3,1,-60,2
0,2020-07-17 21:07:21.152410,3,1,-68,2
0,2020-07-17 21:07:23.157419,3,1,-59,2
0,2020-07-17 21:07:25.162580,3,1,-68,2
0,2020-07-17 21:07:27.167493,3,1,-67,2
0,2020-07-17 21:07:29.172491,3,1,-68,2
0,2020-07-17 21:07:31.180869,3,1,-69,2
0,2020-07-17 21:07:33.186297,3,1,-69,2
0,2020-07-17 21:07:34.788798,3,1,-60,2
0,2020-07-17 21:07:36.797168,3,1,-69,2
0,2020-07-17 21:07:38.802607,3,1,-69,2
0,2020-07-17 21:07:40.807724,3,1,-60,2
0,2020-07-17 21:07:43.008842,3,1,-69,2
0,2020-07-17 21:07:45.013889,3,1,-60,2
0,2020-07-17 21:07:47.018909,3,1,-60,2
0,2020-07-17 21:07:49.027076,3,1,-69,2
0,2020-07-17 21:07:51.032787,3,1,-68,2
0,2020-07-17 21:07:53.037719,3,1,-68,2
0,2020-07-17 21:07:54.554014,3,1,-60,2
0,2020-07-17 21:07:56.559058,3,1,-60,2
0,2020-07-17 21:07:58.564010,3,1,-68,2
0,2020-07-17 21:08:00.569093,3,1,-69,2
0,2020-07-17 21:08:02.574129,3,1,-68,2
0,2020-07-17 21:08:04.579115,3,1,-69,2
0,2020-07-17 21:08:05.099063,3,1,-69,2
0,2020-07-17 21:08:07.104096,3,1,-60,2
0,2020-07-17 21:08:09.109162,3,1,-60,2
0,2020-07-17 21:08:11.114124,3,1,-68,2
0,2020-07-17 21:08:13.119137,3,1,-70,2
0,2020-07-17 21:08:15.124287,3,1,-68,2
0,2020-07-17 21:08:17.129202,3,1,-61,2
0,2020-07-17 21:08:19.134184,3,1,-69,2
0,2020-07-17 21:08:21.142483,3,1,-68,2
0,2020-07-17 21:08:23.148019,3,1,-69,2
0,2020-07-17 21:08:25.153058,3,1,-70,2
0,2020-07-17 21:08:27.158105,3,1,-59,2
0,2020-07-17 21:08:29.163146,3,1,-69,2
0,2020-07-17 21:08:31.168119,3,1,-69,2
0,2020-07-17 21:08:33.176680,3,1,-60,2
0,2020-07-17 21:08:35.181965,3,1,-61,2
0,2020-07-17 21:08:37.186938,3,1,-69,2
0,2020-07-17 21:08:38.385858,3,1,-60,2
0,2020-07-17 21:08:40.390815,3,1,-60,2
0,2020-07-17 21:08:42.395081,3,1,-70,2
0,2020-07-17 21:08:43.296968,3,1,-60,2
0,2020-07-17 21:08:45.302032,3,1,-70,2
0,2020-07-17 21:08:47.307034,3,1,-68,2
0,2020-07-17 21:08:49.312234,3,1,-59,2
0,2020-07-17 21:08:51.317256,3,1,-69,2
0,2020-07-17 21:08:53.322193,3,1,-60,2
0,2020-07-17 21:08:55.327529,3,1,-69,2
0,2020-07-17 21:08:57.333458,3,1,-68,2
0,2020-07-17 21:08:59.338467,3,1,-69,2
0,2020-07-17 21:09:01.343555,3,1,-69,2
0,2020-07-17 21:09:03.348512,3,1,-70,2
0,2020-07-17 21:09:05.353473,3,1,-60,2
0,2020-07-17 21:09:07.358554,3,1,-61,2
0,2020-07-17 21:09:09.363650,3,1,-70,2
0,2020-07-17 21:09:10.643537,3,1,-68,2
0,2020-07-17 21:09:12.648509,3,1,-60,2
0,2020-07-17 21:09:13.575986,3,1,-70,2
0,2020-07-17 21:09:15.581160,3,1,-70,2
0,2020-07-17 21:09:17.585558,3,1,-60,2
0,2020-07-17 21:09:19.591055,3,1,-60,2
0,2020-07-17 21:09:21.596208,3,1,-60,2
0,2020-07-17 21:09:23.601187,3,1,-61,2
0,2020-07-19 10:07:52.364107,2,3,-64,8
0,2020-07-19 10:07:54.369260,2,3,-66,8
0,2020-07-19 10:07:56.374424,2,3,-69,8
0,2020-07-19 10:07:58.379779,2,3,-68,8
0,2020-07-19 10:08:00.385090,2,3,-67,8
0,2020-07-19 10:08:02.390398,2,3,-68,8
0,2020-07-19 10:08:04.395773,2,3,-68,8
0,2020-07-19 10:08:06.401109,2,3,-70,8
0,2020-07-19 10:08:08.406367,2,3,-63,8
0,2020-07-19 10:08:10.411810,2,3,-69,8
0,2020-07-19 10:08:12.417018,2,3,-68,8
0,2020-07-19 10:08:14.422305,2,3,-68,8
0,2020-07-19 10:08:16.427669,2,3,-64,8
0,2020-07-19 10:08:18.432983,2,3,-66,8
0,2020-07-19 10:08:20.438272,2,3,-62,8
0,2020-07-19 10:08:22.443544,2,3,-66,8
0,2020-07-19 10:08:24.448907,2,3,-65,8
0,2020-07-19 10:08:26.454209,2,3,-67,8
0,2020-07-19 10:08:28.459542,2,3,-67,8
0,2020-07-19 10:08:30.464809,2,3,-67,8
0,2020-07-19 10:08:32.470153,2,3,-66,8
0,2020-07-19 10:08:34.475318,2,3,-65,8
0,2020-07-19 10:08:36.480662,2,3,-66,8
0,2020-07-19 10:08:38.485871,2,3,-64,8
0,2020-07-19 10:08:40.491225,2,3,-67,8
0,2020-07-19 10:08:42.496487,2,3,-66,8
0,2020-07-19 10:08:44.501698,2,3,-66,8
0,2020-07-19 10:08:46.506968,2,3,-65,8
0,2020-07-19 10:08:48.512221,2,3,-65,8
